depth[mm]	HF [V]	NF [V]	TGC [dB]
30,3	0,003	0,002	8,521
30,4	0,005	0,005	8,714
30,6	0,008	0,008	8,819
30,7	0,010	0,009	8,906
30,9	0,012	0,007	8,976
31,0	0,012	0,003	8,976
31,1	0,012	-0,001	8,976
31,3	0,012	-0,004	8,976
31,4	0,013	-0,007	8,976
31,6	0,014	-0,011	8,976
31,7	0,014	-0,014	8,976
31,8	0,015	-0,014	8,994
32,0	0,013	-0,009	9,046
32,1	0,011	-0,003	9,116
32,2	0,010	0,003	8,994
32,4	0,009	0,008	9,134
32,5	0,010	0,010	9,134
32,7	0,011	0,008	9,116
32,8	0,010	0,002	9,134
32,9	0,008	-0,004	9,116
33,1	0,005	-0,006	9,116
33,2	0,004	-0,002	9,134
33,4	0,004	0,002	9,134
33,5	0,007	0,002	9,134
33,6	0,011	-0,005	9,134
33,8	0,014	-0,012	9,134
33,9	0,014	-0,013	9,134
34,1	0,012	-0,010	9,134
34,2	0,009	-0,004	9,134
34,3	0,007	-0,001	9,134
34,5	0,006	0,002	9,134
34,6	0,007	0,005	9,134
34,8	0,008	0,008	9,134
34,9	0,009	0,007	9,134
35,0	0,010	0,004	9,134
35,2	0,011	-0,001	9,134
35,3	0,012	-0,006	9,134
35,4	0,012	-0,010	9,134
35,6	0,012	-0,012	9,134
35,7	0,012	-0,012	9,134
35,9	0,011	-0,010	9,134
36,0	0,010	-0,008	9,134
36,1	0,010	-0,005	9,134
36,3	0,010	-0,002	9,151
36,4	0,011	0,002	9,134
36,6	0,011	0,007	9,186
36,7	0,011	0,010	9,169
36,8	0,010	0,010	9,169
37,0	0,009	0,009	9,186
37,1	0,010	0,007	9,204
37,3	0,011	0,003	9,204
37,4	0,011	-0,002	9,291
37,5	0,010	-0,007	9,274
37,7	0,008	-0,008	9,291
37,8	0,005	-0,006	9,256
37,9	0,003	-0,001	9,291
38,1	0,003	0,000	9,291
38,2	0,004	-0,002	9,291
38,4	0,007	-0,007	9,291
38,5	0,009	-0,009	9,291
38,6	0,009	-0,007	9,291
38,8	0,007	-0,003	9,291
38,9	0,005	0,001	9,274
39,1	0,002	0,002	9,309
39,2	0,001	0,001	9,309
39,3	0,002	-0,001	9,309
39,5	0,003	0,000	9,291
39,6	0,005	0,004	9,291
39,8	0,007	0,006	9,291
39,9	0,007	0,006	9,291
40,0	0,007	0,002	9,291
40,2	0,006	-0,001	9,291
40,3	0,005	-0,003	9,291
40,4	0,004	-0,003	9,291
40,6	0,004	-0,003	9,291
40,7	0,003	-0,003	9,309
40,9	0,003	-0,003	9,309
41,0	0,003	-0,002	9,414
41,1	0,003	-0,002	9,309
41,3	0,003	-0,003	9,344
41,4	0,002	-0,002	9,361
41,6	0,002	-0,001	9,379
41,7	0,001	0,001	9,361
41,8	0,001	0,001	9,431
42,0	0,001	0,000	9,431
42,1	0,002	0,000	9,449
42,3	0,004	0,000	9,449
42,4	0,006	-0,001	9,449
42,5	0,007	-0,004	9,449
42,7	0,009	-0,008	9,449
42,8	0,009	-0,009	9,449
43,0	0,008	-0,007	9,449
43,1	0,007	-0,004	9,449
43,2	0,005	-0,002	9,449
43,4	0,005	0,000	9,449
43,5	0,005	0,003	9,449
43,6	0,006	0,005	9,449
43,8	0,006	0,005	9,449
43,9	0,006	0,002	9,449
44,1	0,005	-0,001	9,449
44,2	0,004	-0,003	9,449
44,3	0,004	-0,002	9,449
44,5	0,005	-0,003	9,449
44,6	0,007	-0,005	9,466
44,8	0,008	-0,008	9,449
44,9	0,009	-0,008	9,449
45,0	0,008	-0,005	9,449
45,2	0,006	-0,001	9,484
45,3	0,003	0,001	9,466
45,5	0,002	0,001	9,571
45,6	0,001	0,000	9,484
45,7	0,001	0,000	9,536
45,9	0,001	0,001	9,501
46,0	0,001	0,001	9,571
46,1	0,001	0,000	9,536
46,3	0,001	0,000	9,606
46,4	0,001	0,001	9,606
46,6	0,003	0,000	9,606
46,7	0,005	-0,002	9,606
46,8	0,006	-0,005	9,606
47,0	0,007	-0,007	9,606
47,1	0,006	-0,005	9,606
47,3	0,005	-0,002	9,606
47,4	0,003	0,000	9,606
47,5	0,002	0,000	9,606
47,7	0,001	0,000	9,606
47,8	0,001	0,000	9,606
48,0	0,001	0,001	9,606
48,1	0,002	0,000	9,606
48,2	0,003	-0,001	9,606
48,4	0,003	-0,003	9,606
48,5	0,004	-0,004	9,606
48,6	0,003	-0,003	9,606
48,8	0,003	-0,002	9,606
48,9	0,002	-0,001	9,606
49,1	0,002	-0,001	9,606
49,2	0,002	0,000	9,606
49,3	0,001	0,000	9,606
49,5	0,001	0,001	9,606
49,6	0,000	0,000	9,641
49,8	0,000	0,000	9,624
49,9	0,000	0,000	9,746
50,0	0,001	0,000	9,641
50,2	0,001	0,000	9,694
50,3	0,001	0,000	9,694
50,5	0,002	0,000	9,694
50,6	0,002	0,000	9,659
50,7	0,003	0,000	9,764
50,9	0,005	-0,001	9,676
51,0	0,006	-0,003	9,764
51,2	0,007	-0,005	9,764
51,3	0,007	-0,007	9,764
51,4	0,008	-0,008	9,764
51,6	0,008	-0,008	9,764
51,7	0,008	-0,006	9,764
51,8	0,007	-0,003	9,764
52,0	0,006	-0,001	9,764
52,1	0,004	0,001	9,764
52,3	0,003	0,001	9,764
52,4	0,002	0,001	9,764
52,5	0,001	0,001	9,764
52,7	0,002	0,002	9,764
52,8	0,002	0,002	9,764
53,0	0,003	0,001	9,764
53,1	0,005	-0,002	9,764
53,2	0,006	-0,004	9,764
53,4	0,007	-0,006	9,764
53,5	0,007	-0,007	9,764
53,7	0,007	-0,007	9,764
53,8	0,007	-0,007	9,764
53,9	0,008	-0,007	9,764
54,1	0,009	-0,006	9,781
54,2	0,009	-0,005	9,781
54,3	0,008	-0,002	9,869
54,5	0,007	0,000	9,764
54,6	0,005	0,001	9,869
54,8	0,005	0,000	9,816
54,9	0,005	0,000	9,904
55,0	0,006	0,002	9,851
55,2	0,006	0,004	9,904
55,3	0,004	0,004	9,904
55,5	0,002	0,002	9,921
55,6	0,001	0,001	9,921
55,7	0,000	0,001	9,921
55,9	0,001	0,000	9,921
56,0	0,003	-0,002	9,921
56,2	0,004	-0,002	9,921
56,3	0,004	0,001	9,921
56,4	0,003	0,003	9,921
56,6	0,003	0,000	9,921
56,7	0,004	-0,004	9,921
56,9	0,006	-0,002	9,921
57,0	0,007	0,005	9,921
57,1	0,008	0,007	9,974
57,3	0,007	-0,002	9,921
57,4	0,007	-0,007	9,956
57,5	0,007	0,000	9,921
57,7	0,009	0,009	10,026
57,8	0,011	0,003	9,956
58,0	0,013	-0,011	10,044
58,1	0,014	-0,009	9,991
58,2	0,015	0,010	10,026
58,4	0,017	0,016	10,044
58,5	0,020	-0,006	10,044
58,7	0,024	-0,022	10,061
58,8	0,028	0,003	10,079
58,9	0,035	0,036	10,079
59,1	0,045	0,010	10,079
59,2	0,065	-0,060	10,079
59,4	0,098	-0,061	10,079
59,5	0,143	0,066	10,079
59,6	0,196	0,196	10,079
59,8	0,251	0,131	10,061
59,9	0,302	-0,132	10,079
60,0	0,342	-0,339	10,079
60,2	0,366	-0,243	10,079
60,3	0,369	0,089	10,079
60,5	0,350	0,329	10,079
60,6	0,311	0,246	10,079
60,7	0,262	-0,039	10,079
60,9	0,217	-0,209	10,079
61,0	0,189	-0,105	10,079
61,2	0,185	0,117	10,079
61,3	0,202	0,194	10,079
61,4	0,228	0,040	10,079
61,6	0,251	-0,183	10,079
61,7	0,261	-0,255	10,079
61,9	0,254	-0,116	10,096
62,0	0,234	0,097	10,079
62,1	0,204	0,199	10,079
62,3	0,169	0,130	10,079
62,4	0,135	-0,016	10,149
62,5	0,106	-0,097	10,096
62,7	0,086	-0,064	10,131
62,8	0,074	0,021	10,114
63,0	0,069	0,069	10,184
63,1	0,067	0,048	10,219
63,2	0,064	-0,006	10,219
63,4	0,060	-0,046	10,236
63,5	0,055	-0,055	10,236
63,7	0,051	-0,037	10,219
63,8	0,044	-0,005	10,236
63,9	0,036	0,021	10,219
64,1	0,025	0,026	10,236
64,2	0,015	0,011	10,236
64,4	0,009	-0,004	10,236
64,5	0,010	0,001	10,236
64,6	0,016	0,017	10,236
64,8	0,024	0,022	10,236
64,9	0,028	0,005	10,236
65,1	0,027	-0,016	10,236
65,2	0,022	-0,021	10,236
65,3	0,015	-0,009	10,236
65,5	0,009	0,003	10,236
65,6	0,005	0,004	10,236
65,7	0,004	-0,001	10,236
65,9	0,005	-0,003	10,236
66,0	0,006	0,002	10,254
66,2	0,006	0,006	10,236
66,3	0,005	0,005	10,271
66,4	0,004	0,001	10,271
66,6	0,003	0,000	10,289
66,7	0,003	0,000	10,271
66,9	0,005	-0,003	10,306
67,0	0,008	-0,007	10,236
67,1	0,010	-0,009	10,324
67,3	0,012	-0,006	10,341
67,4	0,011	0,001	10,394
67,6	0,009	0,006	10,289
67,7	0,006	0,006	10,359
67,8	0,004	0,004	10,324
68,0	0,004	0,003	10,394
68,1	0,005	0,005	10,394
68,2	0,007	0,007	10,394
68,4	0,008	0,005	10,394
68,5	0,008	0,000	10,394
68,7	0,008	-0,005	10,394
68,8	0,007	-0,006	10,394
68,9	0,005	-0,005	10,394
69,1	0,004	-0,003	10,394
69,2	0,004	-0,002	10,394
69,4	0,004	-0,002	10,394
69,5	0,005	-0,001	10,394
69,6	0,006	0,000	10,394
69,8	0,007	0,003	10,394
69,9	0,008	0,006	10,394
70,1	0,008	0,008	10,394
70,2	0,008	0,006	10,394
70,3	0,006	0,002	10,394
70,5	0,004	-0,001	10,394
70,6	0,003	-0,002	10,394
70,8	0,002	0,000	10,394
70,9	0,003	-0,001	10,394
71,0	0,004	-0,003	10,464
71,2	0,005	-0,005	10,394
71,3	0,006	-0,005	10,429
71,4	0,005	-0,003	10,394
71,6	0,004	0,000	10,464
71,7	0,002	0,001	10,394
71,9	0,001	0,000	10,429
72,0	0,002	-0,001	10,481
72,1	0,004	-0,002	10,551
72,3	0,006	0,001	10,499
72,4	0,008	0,006	10,551
72,6	0,009	0,009	10,551
72,7	0,009	0,005	10,551
72,8	0,009	-0,002	10,551
73,0	0,009	-0,007	10,551
73,1	0,008	-0,008	10,551
73,3	0,006	-0,004	10,551
73,4	0,005	0,000	10,551
73,5	0,004	0,000	10,551
73,7	0,004	-0,001	10,551
73,8	0,006	0,001	10,551
73,9	0,007	0,005	10,551
74,1	0,008	0,008	10,551
74,2	0,008	0,008	10,551
74,4	0,007	0,005	10,551
74,5	0,005	0,001	10,551
74,6	0,003	-0,001	10,551
74,8	0,002	-0,001	10,551
74,9	0,001	0,000	10,569
75,1	0,001	0,001	10,551
75,2	0,002	0,001	10,551
75,3	0,003	-0,002	10,551
75,5	0,004	-0,003	10,639
75,6	0,004	-0,002	10,551
75,8	0,003	0,000	10,621
75,9	0,002	0,001	10,551
76,0	0,001	0,002	10,674
76,2	0,001	0,001	10,586
76,3	0,001	0,000	10,656
76,4	0,003	0,000	10,709
76,6	0,005	0,003	10,709
76,7	0,007	0,007	10,709
76,9	0,010	0,008	10,709
77,0	0,012	0,001	10,709
77,1	0,013	-0,009	10,709
77,3	0,013	-0,012	10,709
77,4	0,012	-0,003	10,709
77,6	0,010	0,008	10,709
77,7	0,008	0,006	10,709
77,8	0,008	-0,005	10,709
78,0	0,009	-0,007	10,709
78,1	0,010	0,003	10,709
78,3	0,009	0,009	10,709
78,4	0,008	0,001	10,709
78,5	0,008	-0,008	10,709
78,7	0,010	-0,001	10,709
78,8	0,013	0,013	10,709
79,0	0,017	0,006	10,726
79,1	0,020	-0,016	10,709
79,2	0,022	-0,016	10,726
79,4	0,024	0,014	10,709
79,5	0,028	0,027	10,709
79,6	0,035	-0,007	10,709
79,8	0,040	-0,038	10,709
79,9	0,044	-0,004	10,761
80,1	0,052	0,051	10,709
80,2	0,075	0,011	10,796
80,3	0,124	-0,118	10,709
80,5	0,201	-0,140	10,814
80,6	0,299	0,087	10,761
80,8	0,401	0,385	10,726
80,9	0,496	0,375	10,726
81,0	0,575	-0,059	10,866
81,2	0,630	-0,545	10,866
81,3	0,650	-0,597	10,866
81,5	0,616	-0,167	10,814
81,6	0,520	0,300	10,796
81,7	0,374	0,389	10,849
81,9	0,220	0,158	10,866
82,0	0,111	-0,024	10,866
82,1	0,082	0,031	10,866
82,3	0,126	0,150	10,866
82,4	0,198	0,103	10,866
82,6	0,241	-0,083	10,866
82,7	0,223	-0,196	10,866
82,8	0,155	-0,141	10,866
83,0	0,079	-0,031	10,866
83,1	0,037	-0,001	10,866
83,3	0,040	-0,038	10,866
83,4	0,069	-0,043	10,866
83,5	0,091	0,014	10,866
83,7	0,086	0,065	10,866
83,8	0,061	0,061	10,866
84,0	0,034	0,031	10,866
84,1	0,025	0,023	10,884
84,2	0,034	0,035	10,866
84,4	0,048	0,028	10,936
84,5	0,053	-0,005	10,866
84,7	0,044	-0,031	10,954
84,8	0,027	-0,029	10,901
84,9	0,014	-0,014	10,954
85,1	0,012	-0,011	10,866
85,2	0,017	-0,018	10,884
85,3	0,024	-0,017	10,901
85,5	0,027	0,001	10,971
85,6	0,024	0,018	10,919
85,8	0,019	0,019	11,024
85,9	0,014	0,007	11,006
86,0	0,011	-0,004	11,024
86,2	0,009	-0,008	11,024
86,3	0,008	-0,007	11,024
86,5	0,007	-0,006	11,024
86,6	0,007	-0,004	11,024
86,7	0,008	0,000	11,024
86,9	0,009	0,006	11,024
87,0	0,009	0,008	11,024
87,2	0,007	0,006	11,024
87,3	0,004	0,002	11,024
87,4	0,002	-0,001	11,024
87,6	0,002	0,001	11,024
87,7	0,004	0,004	11,024
87,8	0,007	0,003	11,024
88,0	0,011	-0,003	11,024
88,1	0,012	-0,010	11,024
88,3	0,012	-0,012	11,024
88,4	0,010	-0,008	11,024
88,5	0,008	-0,004	11,024
88,7	0,007	-0,002	11,024
88,8	0,008	-0,002	11,024
89,0	0,010	0,003	11,024
89,1	0,012	0,009	11,041
89,2	0,013	0,013	11,024
89,4	0,011	0,010	11,129
89,5	0,009	0,003	11,076
89,7	0,006	0,000	11,146
89,8	0,005	-0,001	11,129
89,9	0,006	-0,002	11,181
90,1	0,008	-0,005	11,129
90,2	0,009	-0,009	11,164
90,3	0,010	-0,010	11,181
90,5	0,011	-0,009	11,181
90,6	0,012	-0,007	11,146
90,8	0,014	-0,002	11,181
90,9	0,016	0,006	11,164
91,0	0,016	0,014	11,181
91,2	0,015	0,015	11,164
91,3	0,011	0,008	11,181
91,5	0,007	0,001	11,181
91,6	0,004	-0,001	11,199
91,7	0,003	0,001	11,181
91,9	0,004	0,001	11,199
92,0	0,006	-0,003	11,181
92,2	0,009	-0,008	11,181
92,3	0,010	-0,008	11,181
92,4	0,010	-0,001	11,181
92,6	0,009	0,006	11,181
92,7	0,008	0,008	11,181
92,9	0,006	0,005	11,181
93,0	0,004	0,001	11,216
93,1	0,002	0,000	11,181
93,3	0,001	0,000	11,269
93,4	0,001	0,000	11,199
93,5	0,001	-0,001	11,269
93,7	0,002	-0,001	11,234
93,8	0,002	0,000	11,339
94,0	0,001	0,001	11,304
94,1	0,001	0,001	11,321
94,2	0,001	0,000	11,339
94,4	0,000	0,000	11,339
94,5	0,001	0,000	11,339
94,7	0,001	0,001	11,339
94,8	0,001	0,000	11,339
94,9	0,001	-0,001	11,339
95,1	0,001	0,000	11,339
95,2	0,001	0,001	11,339
95,4	0,002	0,000	11,339
95,5	0,004	-0,003	11,339
95,6	0,006	-0,006	11,339
95,8	0,007	-0,005	11,339
95,9	0,008	0,001	11,339
96,0	0,008	0,006	11,339
96,2	0,006	0,007	11,339
96,3	0,005	0,002	11,339
96,5	0,004	-0,002	11,339
96,6	0,004	-0,002	11,339
96,7	0,004	0,001	11,339
96,9	0,004	0,004	11,339
97,0	0,003	0,002	11,339
97,2	0,003	-0,001	11,339
97,3	0,003	-0,002	11,339
97,4	0,004	0,001	11,374
97,6	0,005	0,005	11,339
97,7	0,005	0,005	11,391
97,9	0,004	0,001	11,339
98,0	0,003	-0,001	11,391
98,1	0,002	-0,001	11,339
98,3	0,001	0,000	11,391
98,4	0,001	-0,002	11,339
98,6	0,003	-0,002	11,339
98,7	0,005	0,002	11,339
98,8	0,008	0,008	11,321
99,0	0,011	0,007	11,181
99,1	0,013	-0,003	11,181
99,2	0,015	-0,014	10,569
99,4	0,016	-0,015	6,807
99,5	0,016	-0,005	3,307
99,7	0,014	0,008	2,047
99,8	0,012	0,012	1,417
99,9	0,008	0,006	1,085
100,1	0,005	-0,002	0,787
100,2	0,004	-0,003	0,630
100,4	0,004	0,002	0,472
100,5	0,006	0,006	0,402
100,6	0,008	0,004	0,315
100,8	0,009	-0,003	0,262
100,9	0,010	-0,009	0,157
101,1	0,010	-0,008	0,157
101,2	0,009	-0,002	0,157
101,3	0,007	0,005	0,140
101,5	0,006	0,006	0,000
101,6	0,004	0,003	0,035
101,7	0,003	-0,001	0,052
101,9	0,002	-0,001	0,122
102,0	0,001	0,000	0,035
102,2	0,001	0,001	0,122
102,3	0,001	0,000	0,017
102,4	0,002	-0,001	0,052
102,6	0,001	-0,001	0,000
102,7	0,001	-0,001	0,105
102,9	0,001	0,000	0,000
103,0	0,001	-0,001	0,017
103,1	0,001	-0,001	0,000
103,3	0,001	-0,001	0,035
103,4	0,001	-0,001	0,000
103,6	0,000	0,000	0,000
103,7	0,000	0,000	0,000
103,8	0,000	0,000	0,000
104,0	0,000	0,000	0,000
104,1	0,001	0,000	0,017
104,2	0,001	-0,001	0,000
104,4	0,001	-0,001	0,000
104,5	0,001	0,000	0,000
104,7	0,001	0,000	0,000
104,8	0,001	-0,001	0,000
104,9	0,001	-0,001	0,000
105,1	0,001	0,000	0,000
105,2	0,001	0,001	0,000
105,4	0,002	0,001	0,000
105,5	0,002	0,001	0,017
105,6	0,001	0,000	0,017
105,8	0,001	-0,001	0,017
105,9	0,001	-0,001	0,000
106,1	0,001	0,000	0,052
106,2	0,001	0,000	0,000
106,3	0,001	-0,001	0,000
106,5	0,001	-0,001	0,000
106,6	0,001	-0,001	0,052
106,8	0,001	0,000	0,000
106,9	0,001	0,000	0,000
107,0	0,001	-0,001	0,000
107,2	0,001	-0,001	0,017
107,3	0,001	0,000	0,000
107,4	0,001	0,000	0,017
107,6	0,000	-0,001	0,000
107,7	0,000	0,000	0,017
107,9	0,001	0,000	0,000
108,0	0,001	-0,001	0,000
108,1	0,001	-0,001	0,000
108,3	0,000	0,000	0,000
108,4	0,000	0,000	0,000
108,6	0,000	0,000	0,000
108,7	0,000	0,000	0,000
108,8	0,000	0,000	0,017
109,0	0,001	-0,001	0,000
109,1	0,001	-0,001	0,035
109,3	0,001	0,000	0,000
109,4	0,000	0,000	0,017
109,5	0,000	0,000	0,000
109,7	0,000	-0,001	0,017
109,8	0,000	0,000	0,000
109,9	0,001	0,000	0,035
110,1	0,000	0,000	0,000
110,2	0,000	0,000	0,017
110,4	0,000	0,000	0,000
110,5	0,000	0,000	0,000
110,6	0,001	0,000	0,000
110,8	0,000	0,000	0,000
110,9	0,000	0,000	0,000
111,1	0,000	0,000	0,035
111,2	0,001	0,000	0,000
111,3	0,001	-0,001	0,017
111,5	0,001	-0,001	0,000
111,6	0,001	0,000	0,000
111,8	0,000	0,000	0,000
111,9	0,000	0,000	0,035
112,0	0,000	0,000	0,000
112,2	0,000	0,000	0,017
112,3	0,000	-0,001	0,000
112,5	0,001	0,000	0,000
112,6	0,001	0,000	0,000
112,7	0,000	0,000	0,052
112,9	0,000	0,000	0,000
113,0	0,000	0,000	0,000
113,1	0,000	0,000	0,000
113,3	0,001	0,000	0,000
113,4	0,001	0,000	0,000
113,6	0,000	0,000	0,017
113,7	0,000	0,000	0,000
113,8	0,000	0,000	0,017
114,0	0,001	0,000	0,000
114,1	0,001	0,000	0,017
114,3	0,001	0,000	0,000
114,4	0,000	0,000	0,052
114,5	0,000	0,000	0,017
114,7	0,001	0,000	0,000
114,8	0,001	0,000	0,000
115,0	0,001	0,000	0,000
115,1	0,001	0,000	0,000
115,2	0,001	-0,001	0,017
115,4	0,000	0,000	0,000
115,5	0,001	0,000	0,052
115,6	0,001	0,000	0,000
115,8	0,001	-0,001	0,017
115,9	0,001	-0,001	0,000
116,1	0,001	0,000	0,017
